,Book Title,Book Link,Book Author,Book Review,Book Type
17,To the Bright Edge of the World,https://www.amazon.co.uk/dp/1472208625?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Eowyn Ivey,"Though largely told through a series of journal entries, the inclusion of maps, photographs, letters and drawings give this story added weight. At times I found it hard to believe I was reading a novel. I was torn too between willing the expedition to succeed whilst acknowledging its impact on the lives of the indigenous tribes. A compelling read, historical fiction really does not get better than this.",A little Gentle
18,Why We Took the Car,https://www.amazon.co.uk/dp/1783440317?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Wolfgang Herrndorf,"A word of warning -  do not leave your 14 year old son alone, so that you can take your wife to the rehab clinic, because you think he is too boring to get into trouble. His desire to impress the class beauty, and his friendship with the class bad boy, will lead to trouble of a kind that you cannot imagine. Think of Holden Caulfield going 'On the Road' and you get an inkling of the trouble to come.",A little Gentle
19,The Burning Mirror,https://www.amazon.co.uk/dp/B01K3JJ8IM?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Suhayl Saadi,"This story leaves plenty of space for the reader to interpret what is happening, so it is a challenging read.  The English is suffused with Glasgae Scots, Gaelic and Urdu, which slows down the read but gives a good flavour of the multicultural themes.  Essentially, a series of short stories which draw on a variety of myths and cultures as a way of looking at the self.  A treat for those who enjoy interpreting poetic language and working out what the author is trying to say.
",A little Gentle
20,S O S,https://www.amazon.co.uk/dp/1782067019?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Joseph Connolly,"Follow the trials and tribulations of a group of people thrown together on a cruise across the Atlantic to New York.  With great insight and clarity Joseph Connolly captures the meandering thoughts of each character, ranging from what to wear for the Captain's dinner to what they all really think about each other.





",A little Gentle
21,The Dark Bride,https://www.amazon.co.uk/dp/006008894X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Laura Restrepo,"Sights, sounds and smells of the Columbian jungle pervade this extraordinary story of poverty, prostitution, love and survival.  This is not the wealthy world of Isabelle Allende, this is harsh reality. 

",A little Gentle
22,The Big Snow,https://www.amazon.co.uk/dp/B01K917GYW?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,David Park,"A collection of short stories set in Ireland and connected by a heavy fall of snow - the final story carries elements occurring in earlier stories and rounds the book off.  It conveys an isolated 'cut-off' feel of being suspended in time by the weather.  So beautifully written that I read the first story out loud to savour the language used by the author.



",A little Gentle
23,Tourism,https://www.amazon.co.uk/dp/0099493047?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Nirpal Singh Dhaliwal,"All social and racial taboos are thrown to the wind as Puppy 'screws' his white friends in more way than one.  Gritty and addictive - this is a view of London, and its inhabitants through the cynical eyes of a young Punjabi man.  Leave your moral scruples behind and join the ride.",A little Gentle
24,Beware of God,https://www.amazon.co.uk/dp/033044204X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Shalom Auslander,"These short stories are shockingly funny.  I laughed out loud at many of them.  Be prepared for lewd, crude delivery and an entirely irreverent approach to orthodox Jewish customs and practice. Go with the flow for a glimpse of a very quirky world and some hysterically funny ideas.  ",A little Gentle
0,Man Walks into a Room,https://www.amazon.co.uk/dp/0141021152?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Nicole Krauss,Confusion is one of the main themes of this first novel and the loss of identity through the loss of memory.  It makes you think about how we define ourselves and whether this is mainly through our relationships with people and how they see us.  ,Midway Gentle or Violent
1,Mailman,https://www.amazon.co.uk/dp/1862076731?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,J Lennon,"This is an absolute gem!  It's a long book but for me not long enough - I could have gone on reading!  A very cynical look at American society through the eyes of an ordinary guy, struggling in a world in which everybody and everything seems to be conspiring to thwart him.  His intelligent, jaundiced view of life is at the same time highly comic and deeply sad.  Some wonderfully funny set pieces had me laughing out loud.<br />
<br />
",Midway Gentle or Violent
2,I Am Forbidden,https://www.amazon.co.uk/dp/0099571943?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Anouk Markovits,The age old question of the desire for personal freedom versus family values is heartbreakingly told in this novel about a Hasidic Jewish family.<br />Their search for the ideal place to practise their ultra orthodox faith takes them from wartime Eastern Europe to 21st century USA.  Can the family survive the one final secret which could shatter their lives? A beautifully written novel. ,Midway Gentle or Violent
3,The First Bad Man,https://www.amazon.co.uk/dp/1782115072?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Miranda July,"Cheryl is a single, middle aged woman whose system for living alone is thrown into disarray when the difficult Clee comes to stay. Tragically comic, this original and perceptive novel isn’t for everyone, unsure at the start, I loved it by the end. It made me laugh, cry and feel strangely anxious with its weird yet likeable characters who illustrate our need to connect with others. ",Midway Gentle or Violent
4,Falling Sideways,https://www.amazon.co.uk/dp/B00I62Z5JK?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Thomas E Kennedy,"With finely calibrated observations, the characters in a high profile firm in Copenhagen threatened with redundancy are eminently believable in this intimate tale of rivalry and self-preservation. This is a savvy satire on contemporary work culture that is both sharp and funny. Each character’s narrative is expertly slotted together in an anxious drama that will ring true to many in these days of company downsizing.",Midway Gentle or Violent
5,Heartland,https://www.amazon.co.uk/dp/1906994080?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Anthony Cartwright,"It's 2002 - the BNP rears its ugly head in an impoverished neighbourhood in Birmingham; England plays Argentina in the World Cup and Rob, failed professional footballer, is playing in the Sunday league against the team from the Mosque. I struggled at first with the complex multi-layered narrative and the Brummie dialect - but it's worth the effort, even if you don't like football, for the thoughtful insight into multicultural living in the 1980s.",Midway Gentle or Violent
6,Stone's Fall,https://www.amazon.co.uk/dp/0099516179?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Iain Pears,"Historical crime with superb attention to detail, clever plotting and convincing evocation of an era long gone.  To solve the mystery of death and the maiden you must tangle with financial espionage, the social whirl of upper class Paris and the development of industrial engineering in Venice and Newcastle. A big novel but well worth the time and effort.",Midway Gentle or Violent
7,Every Home Needs a Balcony,https://www.amazon.co.uk/dp/B00DPZN3A6?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Rina Frank,"Interconnected chapters floating between past and present tell the story of Rina, a young Jewish girl, daughter of Romanian immigrants, growing up in poverty-stricken 1950s Haifa, and her life after she falls in love and marries a wealthy Spaniard. I loved the warmth and colour of everyday life seen through the eyes of the little girl from the balcony of their cramped apartment but sometimes wanted to give her a good slap as an adult! ",Midway Gentle or Violent
8,Blackwater,https://www.amazon.co.uk/dp/0099521210?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Kerstin Ekman,"What I loved most about this book were the descriptions of the Scandinavian landscape - always shrouded in mystery and suspense in keeping with the murder at the heart of the story.  A cold and unforgiving climate but a very real community richly brought to life.




",Midway Gentle or Violent
9,The Mayor's Tongue,https://www.amazon.co.uk/dp/0701183349?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Nathaniel Rich,"The ultimate quest – a search for love. This playful but clever short novel reminds me somewhat of bubble and squeak - parallel plots, dialogue, imagery and characters all cooked together to make a tasty meal. Although technically an easy read, concentration is a must to get your head around the characters (think Dickens at his most descriptive) and how they fit together.  The ending is a treat and completely unexpected for all concerned.  ",Midway Gentle or Violent
10,February,https://www.amazon.co.uk/dp/0099546280?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Lisa Moore,"February snow and ice drift through this exploration of loss as widow Helen recalls life with her husband and family, lives in the present and tries to look forward. Rooted in a real-life tragedy, and written in episodic style, each chapter is almost a short story in itself. Memory and imagination build to the moment of her husband's violent death, as grief and endurance are both lyrically and plainly described. Will hope win out?<br /><br /><br />",Midway Gentle or Violent
11,The Successor,https://www.amazon.co.uk/dp/1841958875?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Ismail Kadare,"An Albanian whodunnit.  Was The Successor murdered or did he take his own life?  The story takes you through the personal thoughts of those closest to him.  Some believe they will be framed for his murder.  Others, that in some 
way they are to blame for his apparent suicide.  Not the easiest of translations to read.  Expect heavy and descriptive prose rather than a 
speedy thriller.    However, the final few pages won't let you down - all is revealed.


",Midway Gentle or Violent
12,Before the Earthquake,https://www.amazon.co.uk/dp/1906994048?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Maria Allen,I read this coming of age mystery in one sitting and loved the way in which 15-year-old Concetta's character develops as she tries to remember what happened to her before the earthquake. I also enjoyed the author's depiction of rural life in early 20th century Italy. ,Midway Gentle or Violent
